PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 8.5 uM,Standard Deviation,Inhibition at 8.5 uM [1],Inhibition at 8.5 uM [2],Inhibition at 8.5 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized average percent inhibition of the counterscreen at a compound concentration of 8.5 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 1.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 2.,Normalized percent inhibition of the confirmation screen at a compound concentration of 8.5 uM. Replicate 3.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
689,14729100,3338791,CN1C(=C(C(=N1)C(F)(F)F)C#N)N2CCN(CC2)C3=CC=C(C=C3)F,Inactive,11,,,11.13,2.3291,11.1992,13.942,8.23831
690,24816448,11568649,C1CCC2=[N+](C=C(N2CC1)C3=CC=CC=C3)CC4=C(C=C(C=C4)Cl)Cl.[Br-],Inactive,11,,,11.11,6.14802,17.7333,12.67,2.919
691,14730857,2873568,CC1=CC=C(C=C1)C2=CN(C3=[N+]2CCCS3)C4=CC=CC=C4.[Br-],Inactive,11,,,11.07,1.72795,9.20289,10.6421,13.3696
692,14739577,2873568,CC1=CC=C(C=C1)C2=CN(C3=[N+]2CCCS3)C4=CC=CC=C4.[Br-],Inactive,11,,,11.03,1.72562,10.7379,9.08547,13.281
693,24792403,1506472,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CC4=CC=NC=C4,Inactive,11,,,11.02,2.77253,13.3777,7.13048,12.5606
694,49730640,20962015,CCC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2C)N(C(=O)N3C)C,Inactive,11,,,10.97,3.49291,15.6403,10.0334,7.24004
695,14724134,3168334,CC1=CC(=NC(=N1)SCC2=NN=C(N2CC3=CC=CO3)SCC(=O)N)C,Inactive,11,,,10.97,4.20892,16.5824,9.87512,6.44819
696,4264628,720660,CCN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)Br,Inactive,11,,,10.96,4.91552,9.95151,17.4256,5.51338
697,3716076,2525677,C1=CSC(=C1)CNC2=C3C=CSC3=NC=N2,Inactive,11,,,10.94,2.62577,7.77064,10.8605,14.2008
698,49645981,16242056,CCC[N+]1(CCCCC1)CC#CCC(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],Inactive,11,,,10.94,3.38026,8.67272,15.7174,8.42721
699,56322681,3357104,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,Inactive,11,,,10.88,0.533832,10.9498,11.5038,10.201
700,121284526,51359962,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC=CC(=C3)C4=NC5=C(C=C4)N=C(S5)NC(=O)C6CC6)C(F)(F)F,Inactive,11,,,10.85,7.31526,20.2799,9.80848,2.45175
701,57263147,4826253,CC1=CC(=CC=C1)OCCCC(=O)NC2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCOCC3,Inactive,11,,,10.81,6.84437,1.1518,16.2234,15.0468
702,87349413,16187754,CCN\1C2=C(C=C(C=C2)C)S/C1=C/C3=[N+](C4=CC=CC=C4C=C3)CC.[I-],Inactive,10,,,10.77,4.13755,15.5259,11.3452,5.44007
703,7973130,1117945,CC1=C(C=C(C=C1)S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCC3)S(=O)(=O)N4CCCC4,Inactive,10,,,10.74,2.54567,13.9356,10.5858,7.70595
704,860708,661985,CC1=CC=C(C=C1)CN2C3=C(C=N2)C(=NC=N3)N4CCN(CC4)CC5=CC=C(C=C5)Cl,Inactive,10,,,10.73,0.946639,9.89785,10.2428,12.0561
705,49819703,8271986,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CC(=O)C3=CC=CC=C3Cl,Inactive,10,,,10.72,2.06308,12.3609,7.81241,11.9937
706,92763860,434381,C1OC2=C(O1)C=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O,Inactive,10,,,10.71,0.637461,10.4492,10.0934,11.588
707,49680169,2479901,C1=CC=C(C=C1)CNC(=S)NC2=CC=CC3=C2C=CN=C3,Inactive,10,,,10.68,1.72737,11.7381,8.24928,12.0669
708,22408562,15945262,CCCN(CCC)C1=CC(=[N+]2CCCC2)CC(C1)(C)C.[I-],Inactive,10,,,10.67,3.52875,6.70469,10.0409,15.2784
709,857793,6603246,CCCCN1C2=C(CCC2)C(=N)C3=C1CCC3.I,Inactive,10,,,10.67,5.61293,5.88912,7.56204,18.5439
710,858068,659424,CCCCCCN1C2=C(N=C1NCC)N(C(=O)N(C2=O)C)C,Inactive,10,,,10.59,4.8227,3.78598,14.3755,13.615
711,17433984,2958136,CC1=C(C(=CC=C1)OCC2=NN=C(N2CC=C)SCC(=O)N3CCN(CC3)C4=CC=CC=C4)C,Inactive,10,,,10.59,3.52993,6.02654,11.1101,14.6255
712,49677286,7997202,CN(C)C1=CC=C(C=C1)CNC2=C3C=CSC3=NC=N2,Inactive,10,,,10.57,5.47234,5.50236,18.1698,8.03976
713,89854006,255762,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)CCCCCCCCC3=NC4=CC=CC=C4N3,Inactive,10,,,10.54,2.0567,13.2362,8.24695,10.1366
714,47204921,951679,CC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3F,Inactive,10,,,10.48,3.81741,8.58435,7.04913,15.8048
715,24784664,3188539,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)OCC,Inactive,10,,,10.48,3.35121,6.22313,10.7985,14.4131
716,14736665,2224379,CS(=O)(=O)N(CC1=CC=C(C=C1)Cl)CC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,Inactive,10,,,10.48,4.14234,16.2864,8.22988,6.91633
717,24826058,2100093,COC1=C(C=C(C=C1)CCNC2=C3C=CSC3=NC=N2)OC,Inactive,10,,,10.45,2.82817,14.4295,8.78839,8.12661
718,144098637,56643362,C1CCN(C(=O)C(C1)NC(=O)C2=CC=C(C=C2)COC3=CC=CC=C3)CC4=CC(=CC=C4)C(F)(F)F,Inactive,10,,,10.42,0.629613,9.53272,10.88,10.8563
719,92764146,431377,CC1CCOC(=O)C=CC=CC(=O)OC2CC3C4(C2(C5(CCC6(C(C5O3)O6)C)COC(=O)C1OC(=O)C)C)CO4,Inactive,10,,,10.39,3.2559,7.47479,8.77045,14.9377
720,57256639,16332066,CN(CC1=CC=C(C=C1)OC)C(=O)/C=C/C2=CC=C(C=C2)S(=O)(=O)N3CCCCCC3,Inactive,10,,,10.34,5.88978,12.2529,2.36739,16.4102
721,24798478,16190149,CC(CCCC(C)(C)O)NC(=O)C1=NOC(=C1)COC2=CC3=C(C=C2)N=CC=C3,Inactive,10,,,10.32,2.64919,7.46048,9.64434,13.8444
722,17385674,2548270,CC1=C(SC2=NC=NC(=C12)NCCC3=CC=C(C=C3)S(=O)(=O)N)C,Inactive,10,,,10.26,3.40224,11.9173,13.3392,5.51681
723,89853384,2125956,CC1=CC(=C(C=C1)S(=O)(=O)NC2=CC(=C(C(=C2)OC)OC)OC)C,Inactive,10,,,10.23,2.95723,14.2734,7.28859,9.11869
724,56463468,5287620,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,Inactive,10,,,10.21,4.23739,4.7798,15.1218,10.7135
725,14739182,2955511,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)CCC4=CC=C(C=C4)S(=O)(=O)NCCC5=CC=CC=C5,Inactive,10,,,10.15,1.72541,8.79945,9.05543,12.5809
726,92763870,6302331,C1=CC(=C(C(=O)C=C1)O)C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,10,,,10.11,2.07599,9.79196,12.802,7.74754
727,26667340,16236316,CC1=CC=C(C=C1)N2C3=[N+](CCCCC3)C=C2C4=CC=C(C=C4)OC.[Br-],Inactive,10,,,10.1,2.24515,8.18224,13.2515,8.87017
728,22410299,2488617,CC1=CC=C(C=C1)NC2=NN=C(S2)SCC3=C(C=CC(=C3)C(=O)C)OC,Inactive,10,,,10.1,3.77161,15.4221,7.67376,7.19071
729,49665512,17367011,COC1=C(C=C(C=C1)CN2CCN(CC2)CC3=CC4=CC=CC=C4C=C3)OC.C(=O)(C(=O)O)O,Inactive,10,,,10.07,2.15571,8.91737,8.21037,13.0957
730,99495645,44820550,C1=CC(=CC=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl,Inactive,10,,,10.06,4.03047,11.8864,13.8168,4.46673
731,57257306,25161526,CC1=C(C=CC(=C1)Br)NC(=O)CN(C)C(=O)C2CCN(CC2)C3=C4C(=C(SC4=NC=N3)C)C,Inactive,10,,,10.04,2.44163,13.4846,8.56271,8.08124
732,24793243,2240759,CCOC1=C(C=CC(=C1)S(=O)(=O)NCC2=CC=NC=C2)Cl,Inactive,10,,,10.03,2.636,11.3241,6.3513,12.4044
733,49732137,16031867,CC(=O)N1CCCC2=C1C=CC(=C2)S(=O)(=O)N3CCCC(C3)C(=O)N4CCN(CC4)C5=CC=CC=C5,Inactive,10,,,10.01,3.17862,6.16366,13.9479,9.91415
734,17511890,12005570,CC1=CC=C(C=C1)C2=CN(C3=[N+]2CCS3)C4=CC=C(C=C4)OC.[Br-],Inactive,10,,,9.99,4.98198,14.2396,3.00097,12.7386
735,49673536,2100087,C1=CC=C(C(=C1)CNC2=C3C=CSC3=NC=N2)F,Inactive,10,,,9.94,2.38525,11.6094,11.6468,6.56831
736,22400968,4875182,C1=CC=C(C(=C1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CN=C(C=C3)Cl)Cl,Inactive,10,,,9.94,2.07563,8.58023,12.8698,8.36135
737,99359888,44640183,COC1=CC=CC=C1C2=NN3C(=C2)N=C(C=C3N4CCN(CC4)C(=O)C5=COC=C5)C6=CC=CC=C6,Inactive,10,,,9.93,6.28021,11.2302,16.885,1.66799
738,24799363,16191034,CCOC(=O)C1(CCN(CC1)C(=O)C2=C(N=C(S2)C)C)CC3=CC=C(C=C3)Cl,Inactive,10,,,9.93,1.65911,11.6932,10.3812,7.70615
739,57262419,8896099,CCCN1C(=O)C=CC(=N1)C(=O)NC2=CC3=C(C=C2)N=C(S3)N4CCOCC4,Inactive,10,,,9.9,4.42639,14.6486,3.99509,11.0667
740,49816060,5731229,C1COCCN1CCCNC(=O)CCCN2C(=O)/C(=C/C3=CC=CC=C3Cl)/SC2=S,Inactive,10,,,9.89,5.56197,6.26239,17.7441,5.65214
741,49666643,1475476,CC1=C(N(C2=C1C(=NC=N2)Cl)CC3=CC=CC=C3)C,Inactive,10,,,9.86,2.86278,10.4799,6.07885,13.0073
742,24807327,15740787,C[N+]1=C2N(C3=CC=CC=C31)N=C(CS2)C4=CC=C(C=C4)OC.[Br-],Inactive,10,,,9.85,0.460608,9.27157,9.89421,10.3977
743,22404228,15944971,C1=CC=C(C=C1)C(=O)C2=C3C4=CC=CC5=C4C(=CC=C5)C3=CC6=[N+]2C7=CC=CC=C7S6.[Br-],Inactive,10,,,9.83,3.37601,8.05829,14.5556,6.87673
744,14729638,44667404,CCOC1=C(C=C(C=C1)Br)/C(=N\NC2=NCCN2)/C.Cl,Inactive,9,,,9.81,4.79368,10.7246,3.5417,15.1775
745,24820445,3258243,C1COCCN1C2=NC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F,Inactive,9,,,9.8,3.83007,11.366,4.52955,13.5119
746,103076173,49790979,CC(=O)C1=CC=CC(=C1)C2=C3CC(OC3=NC=C2)C(=O)NC4=CC(=C(C=C4)OC)OC,Inactive,9,,,9.8,3.58325,8.46976,14.7022,6.23379
747,49737464,2985637,CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCCO5,Inactive,9,,,9.79,3.27653,12.5736,11.6025,5.18853
748,22402734,6905451,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=C(C=C3)OC(F)F)OC(F)F,Inactive,9,,,9.78,2.58667,8.84016,13.3119,7.18862
749,99495581,151582,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Inactive,9,,,9.78,9.88693,17.0276,-4.19972,16.5101
750,56423595,663146,COC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,Inactive,9,,,9.78,2.21762,8.35786,12.911,8.06896
751,143472005,1505783,C1CN(CCN1C2=C3C=CC(=CC3=NC=C2)Cl)C(=O)C4=CC(=C(C=C4)Cl)Cl,Inactive,9,,,9.77,3.30459,10.7007,5.33781,13.2701
752,14742362,2006037,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC4=C(S3)N(N=C4C)C5=CC=CC=C5C,Inactive,9,,,9.74,5.07863,13.78,12.8649,2.57826
753,848514,650963,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3CCC(CC3)C4=CC=CC=C4)OC,Inactive,9,,,9.7,5.79713,4.08466,17.6788,7.32805
754,49670487,4551824,C1COCCN1CCOC2=CC3=C(C=C2)C4=C(C3=NNC(=S)N)C=C(C=C4)OCCN5CCOCC5,Inactive,9,,,9.66,0.655916,10.0817,8.7324,10.1624
755,26662055,16682256,COC1=CC=C(C=C1)C2=C[N+]3=C(N2C4=CC=CC=C4)SCC3.[Br-],Inactive,9,,,9.65,5.19404,8.58309,3.89707,16.4837
756,24832144,2444453,CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=N3,Inactive,9,,,9.65,5.86746,9.50225,16.9075,2.53747
757,26659333,5601088,CC\1=CC(=O)C(=C/C1=N/OS(=O)(=O)C2=CC=CC=C2)C(C)C,Inactive,9,,,9.64,6.93666,1.48544,18.4394,8.98734
758,56422424,25102425,CC[C@H]1CN2CCC3=CC(=C(C=C3C2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.O.Cl,Inactive,9,,,9.63,2.13761,6.61868,10.9126,11.3606
759,49667092,8072991,CC1=C(N(C2=NC=NC(=C12)NCCC3=CC=CC=C3)CCOC)C,Inactive,9,,,9.6,18.8939,31.4761,11.9486,-14.6253
760,92763388,54683835,CC(C(=O)NC1C2C(C(CC(=C2C(=O)OC1(C)C(Cl)Cl)O)O)O)N,Inactive,9,,,9.59,1.64361,8.54325,8.3135,11.9093
761,99355649,3321199,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O,Inactive,9,,,9.58,1.84999,11.8168,7.28616,9.62844
762,49667132,24761154,CC1=CC2=C(C=C1)N(C(=C2/C=C/C3=CC=[N+](C=C3)C)C)C.[I-],Inactive,9,,,9.54,0.874787,10.0403,10.2784,8.31516
763,857562,658914,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)O)C(=O)C,Inactive,9,,,9.53,2.81077,5.84686,12.6676,10.0697
764,14726691,1147018,CC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCN4CCOCC4,Inactive,9,,,9.48,2.32063,9.15406,6.82108,12.4766
765,89854248,5027877,CC12CCC3C(C1CCC2C4=CSC(=N4)N)CCC5=CC(=O)CCC35C,Inactive,9,,,9.48,3.68359,12.0799,4.27314,12.0945
766,124753181,46829225,CN(CC1=CC(=CC=C1)C2=CN=CC=C2)C(=O)OC3=CC=C(C=C3)[N+](=O)[O-],Inactive,9,,,9.44,7.04545,5.83648,3.1989,19.2878
767,17409304,2955782,CC1=CC=C(C=C1)S(=O)(=O)CC2CSC3=NC4=CC=CC=C4N23,Inactive,9,,,9.41,5.98232,11.6528,1.22066,15.3488
768,22410758,3469023,COC1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)S(=O)(=O)NC3=CC=CC=C3OC,Inactive,9,,,9.35,4.26611,11.7377,3.36166,12.9608
769,49719827,22583043,CC1=NC(=CO1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3)OC)OC,Inactive,9,,,9.35,2.56768,9.77391,6.01161,12.2577
770,24781044,3147868,C1COCCN1CC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=C4,Inactive,9,,,9.34,1.05923,8.01218,9.41636,10.6037
771,858016,6603247,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=CC=C4.Cl,Inactive,9,,,9.34,2.63889,5.66511,11.7293,10.6353
772,57267762,16316867,CC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CCOC3=CC=C(C=C3)Br,Inactive,9,,,9.33,4.01574,10.1517,13.7907,4.05691
773,47199795,2228594,CCNS(=O)(=O)C1=CC=C(C=C1)CCC(=O)N2CCN(CC2)C3=CC=CC=C3,Inactive,9,,,9.33,2.10797,9.30637,11.9274,6.76411
774,24811600,4917700,C1CCN(C(C1)C2=CN=CC=C2)C(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=C(C=C5)F)C(F)(F)F,Inactive,9,,,9.32,2.78867,5.44755,11.8983,10.6187
775,87336120,44601539,CC1=CC(=C(C(=C1)C)CN2CCN(CC2)C(=O)CN3C=NC4=C(N=CN=C43)NCC5=CC=CC=C5)C,Inactive,9,,,9.29,4.43377,14.2755,3.50429,10.0933
776,7976785,1560402,C=CCNC1=NC=NC2=C1C=C(C=C2)Br,Inactive,9,,,9.27,2.17824,11.0244,6.20406,10.5953
777,85273244,1460629,CC1=C(C=C(C=C1)Cl)N2CCN(CC2)C(=O)CSC3=NN=C4N3C(CC5=CC=CC=C54)(C)C,Inactive,9,,,9.27,2.0266,10.8764,10.5189,6.40973
778,47197271,23723483,C1CN(C[C@H]([C@@H]1N2CCN(CC2)C3=CC=CC=C3F)O)CC4=CC=C(C=C4)N5C=CC=N5,Inactive,9,,,9.25,3.30889,7.15375,13.9229,6.67787
779,49649460,23604753,CC1=NC2=C(C=NN2C(=C1C3=CC=CC=C3)N)C4=CC=CC=C4,Inactive,9,,,9.23,9.04321,18.0931,12.7801,-3.18697
780,49724251,24792090,CCC1=NN(C(=C1)C(=O)NC2CCCC3=C2C=NN3C4=CC=CC(=C4C)C)C,Inactive,9,,,9.2,2.76816,10.2334,11.9571,5.41599
781,143472100,46742345,CC(C)(C)C1=CC=C(C=C1)CNC2=C(N=NC(=N2)C3=CC=CC=N3)C4=CC=CC=C4,Inactive,9,,,9.19,1.35072,7.80894,11.0247,8.74276
782,14746064,1527239,COC1=C(C=C2C(=C1)CCN=C2C3=CC=C(O3)C4=CC(=C(C=C4)Cl)Cl)OC,Inactive,9,,,9.19,2.08371,10.7745,10.5489,6.24582
783,17412763,2874834,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCCCC3)CC(=O)C4=CC=C(C=C4)C.[Br-],Inactive,9,,,9.19,4.24144,3.86274,14.2417,9.45451
784,22410644,15945373,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)C2=CC=C(C=C2)N3C(=CC(=N3)C)C,Inactive,9,,,9.18,3.55463,4.15314,11.8474,11.5299
785,49665155,24761061,CCN1C=C(C2=CC=CC=C21)/C=C/C3=CC=[N+](C=C3)C.[I-],Inactive,9,,,9.17,0.64865,9.11544,9.98849,8.40231
786,57265301,4796911,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)OCC3CCCO3,Inactive,9,,,9.16,4.94205,7.92743,3.82662,15.7408
787,24829750,16196147,COC1=CC=CC=C1N2C3=[N+](C=C2C4=CC=CC=C4)C5=CC=CC=C5CC3.[Br-],Inactive,9,,,9.16,3.43196,10.6325,4.41488,12.4235
788,24795635,1216732,C1=CC=C2C=C(C=CC2=C1)OC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4C(=O)O,Inactive,9,,,9.14,2.99891,7.60911,6.48345,13.3328
789,26668945,2953528,CCN1CCN(CC1)S(=O)(=O)C2=C(C=C(C(=C2)OCC(=O)NC3CCCCC3)C)Cl,Inactive,9,,,9.12,2.72649,12.9524,6.85201,7.54833
790,843813,646118,CCC1=C(N2C(=NC=N2)N=C1C)NCCC3=CC=C(C=C3)OC,Inactive,9,,,9.07,2.23765,10.5442,5.90385,10.7503
791,24780114,1043739,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3,Inactive,9,,,9.02,2.94978,5.35945,12.5826,9.12878
792,57259757,16304853,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)C2=CC3=C(C=C2)SC(C(=O)N3)C)C,Inactive,9,,,9.01,1.9013,9.52047,11.0329,6.46204
793,17507905,3185254,CCC(C)NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N(CCC2=CC(=C(C=C2)OC)OC)CC3=CC=CS3,Inactive,9,,,9,3.61879,12.2123,10.8538,3.9471
794,99494950,4968433,CC1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4)Br,Inactive,9,,,9,0.163028,9.05078,8.78518,9.17623
795,4240596,3235682,CC1=C(C=C(C=C1)F)NC(=O)CC2=NN(C(=O)C3=CC=CC=C32)C,Inactive,9,,,9,1.48287,10.2981,9.78127,6.92608
796,26662294,947413,CC1=C2CCCCC2=C3C(=C(SC3=N1)C(=O)N)N,Inactive,9,,,8.99,1.31139,10.2571,9.53282,7.18474
797,49722338,20902845,CC1=CN=C(C=C1)NC(=O)C2CCC(CC2)CNS(=O)(=O)C3=CC4=C(C=C3)OCCN4C(=O)C,Inactive,9,,,8.97,5.87703,4.94105,17.2767,4.6822
798,24798822,16190493,CCN1C(=C(C(=N1)C)CNC(=O)C2=NOC(=C2)COC3=C(C=C(C=C3)F)Cl)C,Inactive,9,,,8.95,1.74015,6.50407,9.93718,10.4085
799,49721229,24791685,CC1CN(CCN1C)C(=O)C2=CC3=C(C=C2)N=C(O3)CC4=CC(=C(C=C4)OC)OC,Inactive,9,,,8.92,6.06679,9.69738,1.12885,15.928
800,24837988,6363634,CN(C)C(CNC(=O)C1=C(C=CC(=C1)S(=O)(=O)N(C)C2=CC=CC=C2)Cl)C3=CC=CS3,Inactive,9,,,8.87,3.9478,3.48819,10.2835,12.8441
801,24779374,1147047,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C=C(C(=C3)C)C,Inactive,9,,,8.87,2.532,12.2844,6.22711,8.10181
802,24785309,16188788,C1C[C@@]23[C@@H](C[C@H](N2C1)C4=CC5=CC=CC=C5O4)CN(C3=O)C6=CC=CC=C6,Inactive,9,,,8.87,5.83816,14.2176,11.6461,0.749131
803,92764863,395175,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=C(C=C(C=C4)N(C)C)OC)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],Inactive,9,,,8.86,3.54642,13.8379,6.91707,5.83065
804,4243337,3238071,C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)NCC3=CN4C=CSC4=N3,Inactive,9,,,8.86,3.23146,6.46308,6.68343,13.4256
805,49670736,24761605,CC[N+]1=CC=CC=C1/C=C\2/N(C3=C(S2)C=CC(=C3)C)C.[I-],Inactive,9,,,8.86,1.27191,7.09378,9.42009,10.0517
806,103050592,49778380,COC1=C(C=C(C=C1)NC(=O)C2CC3=C(C=CN=C3O2)C4=CC5=C(C=C4)OCO5)OC,Inactive,8,,,8.74,2.4277,7.48502,6.60082,12.1356
807,17406848,4112227,C1=CSC(=C1)C2=NC=C(C(=N2)C(F)(F)F)C3=NN=NN3C4=CC=C(C=C4)F,Inactive,8,,,8.72,1.8428,10.301,6.13191,9.71493
808,143472085,56593112,CCC1CCCCN1C(=O)N2N=CC(=N2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,8,,,8.71,2.61279,10.1746,10.9162,5.0402
809,22412465,4047797,CC1=C(C=C(C=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3)O,Inactive,8,,,8.7,1.65372,6.36126,9.82936,9.90798
810,24801849,1163750,C1COCCN1CC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=C(C=C4)F,Inactive,8,,,8.67,1.41201,6.84858,8.85618,10.2915
811,24813191,15538510,CC1=CC(=CC2=[N+](C3=CC=CC=C3S2)C)C=C(O1)C.[O-]Cl(=O)(=O)=O,Inactive,8,,,8.63,0.847565,9.70862,7.63723,8.55192
812,17431996,1304193,CN(C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)OC)S(=O)(=O)C,Inactive,8,,,8.59,3.69324,13.6615,4.98259,7.11112
813,49825517,24818986,CC(CNC(=O)C1=NOC(=C1)COC2=CC3=C(C=C2)N=CC=C3)C4=CC=CC=C4,Inactive,8,,,8.58,3.76029,4.21269,8.13625,13.3913
814,51088305,3244779,CCC1=CC=C(C=C1)C2=NC(=C(O2)C)CSCC(=O)N3CCN(CC3)C4=CC=CC=N4,Inactive,8,,,8.57,4.95662,14.2282,9.31258,2.15612
815,24826435,15055241,CC1(CC(=CC(=[N+]2CCCCC2)C1)N3CCCCC3)C.[I-],Inactive,8,,,8.56,3.66812,4.81103,7.31766,13.5367
816,87349592,16193145,CCN\1C2=C(C=C(C=C2)C)S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],Inactive,8,,,8.55,0.106692,8.58354,8.66773,8.41137
817,136947005,1838412,CC1=CC(=C(C=C1)C)CSC2=NN=C(N2CC3=CC=CO3)C4=CC(=CC=C4)OC,Inactive,8,,,8.53,4.56766,11.2131,2.10433,12.2853
818,85303043,3231862,CC1=C(N=C(S1)NC(=O)CN2CCOCC2)C3=CC4=C(C=C3)N(CC4)S(=O)(=O)C5=CC=CC=C5,Inactive,8,,,8.53,1.79467,6.00229,9.60684,9.98382
819,14739757,2928869,CN(C1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)S(=O)(=O)C5=CC=CC=C5,Inactive,8,,,8.53,3.95642,11.885,10.7273,2.97341
820,99456301,46943749,CC1(C2=C(C=CC(=C2)C3=CN=CC=C3)NC1=O)CC4=CC(=CC=C4)F,Inactive,8,,,8.52,1.83255,6.05933,9.0514,10.4532
821,56319523,24980802,CC1=C(C=C(C=C1)NC(=O)C2CCN(CC2)C3=C4C(=C(SC4=NC=N3)C)C)S(=O)(=O)N(C)C,Inactive,8,,,8.5,1.73411,9.42859,9.99737,6.0675
822,26728344,2795769,CC1=C(C=CC=C1Cl)NC(=O)N2CCCN(CC2)C3=NC(=NS3)C4=CC=CC=C4,Inactive,8,,,8.5,4.34606,3.17118,8.50327,13.8168
823,85268980,5185087,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)NC(=O)CCCOC3=CC=CC=C3)Cl,Inactive,8,,,8.49,3.47058,13.1196,7.59397,4.76191
