PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 3.6 uM,Standard Deviation,Inhibition at 3.6 uM [1],Inhibition at 3.6 uM [2],Inhibition at 3.6 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Average percent inhibition of the counterscreen at a compound concentration of 3.6 uM.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 1.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 2.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 3.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1275,17411715,2854638,C1C(C2=C(C3=CC=CC=C3C=C2)NC1=O)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,9,,,9.31,7.55464,1.67578,19.599,6.65069
1276,26661470,931812,CCOC(=O)C1=CN=C(N=C1NC2CCCC2)N3C(=CC(=N3)C)C,Inactive,9,,,9.25,10.0103,-2.73879,21.764,8.71617
1277,56463107,2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Inactive,9,,,9.24,2.18438,6.3809,11.6834,9.6523
1278,844380,646706,C1CCC2=C(C1)C(=C(C(=C2C3=CC=C(C=C3)O)C#N)N)C#N,Inactive,9,,,9.21,2.63583,11.0107,5.47895,11.1282
1279,121286622,135454027,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)N=N2)CO)O,Inactive,9,,,9.15,3.01896,6.79677,13.4145,7.24763
1280,22406673,9677620,CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)/C=N/NS(=O)(=O)C3=CC(=C(C=C3)C)[N+](=O)[O-],Inactive,9,,,9.15,5.43491,1.97329,15.1235,10.3444
1281,14718878,4053416,C1=CC(=CC=C1NC2=C(C=NC=C2)[N+](=O)[O-])F,Inactive,9,,,9.14,6.8384,5.48633,18.7261,3.21981
1282,121284990,51360351,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C(C4=CC=CC5=CC=CC=C54)C6=NN=NN6CC7=CC=CC=C7,Inactive,9,,,9.13,5.69166,15.7803,1.87856,9.74233
1283,85269110,3976162,C1CCCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],Inactive,9,,,9.06,4.41458,6.42202,5.48517,15.2831
1284,57265878,9462823,CCOCC1=C(OC2=CC=CC=C21)C(=O)NC3=CC=CC=C3N4CCN(CC4)C,Inactive,8,,,8.89,9.64842,8.0051,21.1296,-2.45396
1285,51087471,86261582,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)CSC2=NN=CC(=O)N2,Inactive,8,,,8.83,0.7257,9.35932,7.80534,9.32983
1286,124753546,136153826,C1CCC(C1)N2C(=NN=N2)C3=NC4=CC5=CC=CC=C5C=C4NC3=O,Inactive,8,,,8.72,7.05885,9.17558,17.1341,-0.138708
1287,24788738,9568066,C/C(=N\N1CCN(CC1)C2=CC=C(C=C2)Cl)/C3=CC(=CC=C3)[N+](=O)[O-],Inactive,8,,,8.61,11.3568,7.12106,23.206,-4.49235
1288,99356891,46902807,C[C@@H]1CN(C[C@@]12[C@H]3[C@@H](C[C@H]([C@H]2O)OC(=O)NCC4=CC(=C(C=C4)OC)OC)C(=O)N(C3=O)C5=CC=CC=C5)S(=O)(=O)C6=CC=C(C=C6)C,Inactive,8,,,8.56,9.05291,-3.49443,18.3177,10.8715
1289,26661615,135547135,CC1=CC=CC=C1N=C2NC(=O)/C(=C/C3=CN=CC=C3)/S2,Inactive,8,,,8.55,8.75286,2.16335,2.55367,20.923
1290,49719106,24790679,CCC(C1=CC=NC=C1)NC(=O)C2=NOC(=C2)COC3=CC(=C(C(=C3)C)Cl)C,Inactive,8,,,8.52,3.4085,13.2416,7.02136,5.30837
1291,49680823,3551941,C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)Br)O)S(=O)(=O)N,Inactive,8,,,8.51,4.25508,11.8208,2.50619,11.2137
1292,22409611,2321976,C\1CC(=C(/C1=C\C2=CC=CC=C2)N3CCOCC3)C#N,Inactive,8,,,8.41,13.0123,12.1956,-9.07629,22.1161
1293,99356047,279596,C1=CC2=C(C(=CC(=O)C2=O)N)N=C1,Inactive,8,,,8.35,5.51014,9.09342,1.26336,14.6992
1294,17408749,3119335,C1CCN(C1)C2=CC(=C(C=C2)[N+](=O)[O-])N3CCCC3,Inactive,8,,,8.32,11.1734,5.29338,-3.59226,23.2689
1295,49819617,24817974,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)CSC2=CC=CC=C2C)OCC,Inactive,8,,,8.24,10.0425,19.3848,-4.95464,10.3012
1296,24828962,2091399,CC1=CC(=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)NC2=NC=C(S2)C,Inactive,8,,,8.22,2.60616,11.8802,6.01922,6.75857
1297,14735583,9550774,CCOC1=CC=C(C=C1)NC(=O)CN2CCN(CC2)CC(=O)NC3=CC=C(C=C3)OC,Inactive,8,,,8.13,8.00833,9.62397,17.1006,-2.3436
1298,99495575,44552613,CC1=CC(=NC=C1)NC(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,Inactive,8,,,8.09,8.43221,-1.85685,7.37867,18.7606
1299,57260330,16319468,CC(C)C(=O)NC1=CC=C(C=C1)C(=O)CN2C(=O)C3(CCOC4=CC=CC=C43)NC2=O,Inactive,8,,,7.98,16.6475,-14.2892,25.7271,12.5124
1300,24779538,2061050,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)N=NC4=C(NC(=S)NC4=O)O,Inactive,7,,,7.96,6.13651,15.5125,0.481891,7.87463
1301,22413994,830341,CC1=C(C=C(C=C1)CN2C=NC3=CC=CC=C32)C,Inactive,7,,,7.91,6.99957,14.9954,-1.61792,10.359
1302,85268901,4027300,CC(C)CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC3=C(C=C2)OCCO3)C,Inactive,7,,,7.91,19.3926,33.2324,4.37438,-13.8727
1303,49729589,6501570,CN1C2=C(C=C(C=C2)NS(=O)(=O)C3=CC(=C(C=C3)OC)F)N(C1=O)C,Inactive,7,,,7.89,1.51371,6.24417,7.53626,9.9
1304,17516168,2161148,CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)/C=C/C2=CC3=C(C=C2)OCO3)C,Inactive,7,,,7.82,11.875,-4.35119,3.87524,23.9242
1305,14728281,1236342,CCN1C2=CC=CC=C2N=C1CN3CCN(CC3)C4=CC=C(C=C4)Cl,Inactive,7,,,7.76,11.0309,-7.8412,15.5008,15.6165
1306,26724767,3241572,COC1=C(C=C(C=C1)Cl)S(=O)(=O)N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)C(=O)OC,Inactive,7,,,7.76,4.34653,13.9004,4.87838,4.49362
1307,26671096,6891857,CCN1C2=C(C=C(C=C2)/C=N/N3C(=NNC3=S)C4=NNC(=C4)C)C5=CC=CC=C51,Inactive,7,,,7.75,19.9654,35.6947,-9.7108,-2.74123
1308,87347057,1901314,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC)NC(=O)C4=CC=C(O4)Br,Inactive,7,,,7.64,13.4121,-9.97926,22.5302,10.3777
1309,865006,666253,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C3=NC(=NO3)C4=CC=CC=N4,Inactive,7,,,7.63,17.3204,-16.8294,18.7258,20.9943
1310,57264822,7567657,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N3CCC4=CC(=C(C=C4C3)OC)OC,Inactive,7,,,7.61,9.61578,3.63641,-1.67454,20.8538
1311,17402880,1489051,CC(=O)NC1=CC=C(C=C1)OC2=C(C(=C(S2)C(=O)C3=CC=CC=C3)N)C#N,Inactive,7,,,7.59,15.1783,2.19349,28.2828,-7.7013
1312,125306063,53383390,CC1=C(C(=CC=C1)C)NC(=O)C(C2=CC=C(C=C2)C(F)(F)F)N3C4=CC=CC=C4N=C(C3=O)C5=CC6=CC=CC=C6N5,Inactive,7,,,7.59,5.15433,14.0073,1.38745,7.37176
1313,22402278,135521531,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NC3=C(C=NN3)C(=O)N2,Inactive,7,,,7.57,3.19055,4.85472,5.81052,12.05
1314,17508456,3220867,CC1=CC(=C(C=C1)NC(=O)CN2CCC(CC2)NC(=O)C3CCCCC3)Br,Inactive,7,,,7.56,8.10624,0.107988,3.75002,18.8332
1315,14728237,852704,CC1=CC(=C2C(=C(OC2=C1)C(=O)NCC3=CC=NC=C3)C)C,Inactive,7,,,7.5,5.27561,11.416,11.0448,0.0437839
1316,7971106,5310383,C1CC(OC1)CNC(=O)CN2C=NC3=C(C2=O)N=NN3C4=CC=CC=C4,Inactive,7,,,7.48,9.7664,21.0698,2.79313,-1.43624
1317,49733776,1256424,C1CN(CCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])C(=O)C4=CC=CS4,Inactive,7,,,7.47,12.9419,21.4681,10.6895,-9.73947
1318,56322125,16281061,CCOC1=C(C=C(C=C1)C(=O)C)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCOCC3,Inactive,7,,,7.41,11.8492,-9.22118,17.5043,13.9463
1319,49826751,16547660,C1COC2=C(O1)C=CC(=C2)C(=O)NCCC3=CC=CC=C3,Inactive,7,,,7.34,9.61043,19.1392,7.28457,-4.40122
1320,99456811,46944099,CC(C1=CN=CC=C1)(C2=NC(=CS2)C3=CC=CC(=C3)C#N)O,Inactive,7,,,7.33,5.55161,0.0205048,13.4648,8.51187
1321,24828390,16196053,CC(C)NC(=O)CN1CCN(CC1)C(=O)CCl.Cl,Inactive,7,,,7.31,7.55832,15.3304,9.42949,-2.81743
1322,22405850,3563955,CC1=NC(=C(C=C1)C#N)SCC2=NN=C(O2)C3=CC=C(C=C3)Cl,Inactive,7,,,7.27,12.3542,22.7342,-7.50313,6.5659
1323,89852565,2545001,CC(=O)C1=CC=C(C=C1)NC(=S)NC2=CC=CC3=C2C=CN=C3,Inactive,7,,,7.24,9.43919,11.2966,-5.80382,16.2232
1324,26663192,1851222,COC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC=C(O3)[N+](=O)[O-])OC,Inactive,7,,,7.13,3.42013,2.84829,7.33798,11.2185
1325,17513047,6870357,C1=CC(=CN=C1)C(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Inactive,7,,,7.08,6.59758,4.55025,0.571297,16.1255
1326,7965873,3888785,CC1=CC=CC=C1N2C(=O)C3=CC=CC=C3NC2(C)C(=O)OC,Inactive,7,,,7.07,2.43942,9.84753,3.91019,7.46152
1327,24789321,16189420,CC1=C(C=NN1C2=CC=CC=C2)/C(=C/3\C(N(C(=O)C3=O)CC4=CN=CC=C4)C5=CC=CC=N5)/O,Inactive,7,,,7.05,10.6194,2.70004,21.6761,-3.21989
1328,57257685,25161846,CC(C(=O)OCC(=O)NCCC1=CC=CC=C1)OC2=CC=C(C=C2)C(=O)C,Inactive,7,,,7.05,22.0644,24.8087,20.3816,-24.0533
1329,47198631,779251,COC1=CC=C(C=C1)N2C(=O)C(=C(C2=O)Cl)N3CCOCC3,Inactive,7,,,7.03,10.157,13.2053,-7.29215,15.1685
1330,26662546,946742,CC1=C(C(=O)N(C(=C1C#N)O)CCO)N=NC2=CC=CC=C2,Inactive,6,,,6.91,4.6996,2.76351,13.4827,4.48808
1331,24835308,2330235,C1=CC=C(C(=C1)NC(=O)/C=C/C(=O)O)SC(C(C(F)(F)F)(F)F)(F)F,Inactive,6,,,6.88,7.52246,9.06014,14.8095,-3.22608
1332,49824274,984429,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CNS(=O)(=O)C4=CC=CC(=C4)OC,Inactive,6,,,6.88,7.37125,3.61784,17.0817,-0.0691278
1333,47202599,5734261,CCOC1=C(C=CC(=C1)/C=C/2\C(=N)N3C(=NC2=O)SC(=N3)C)OCCOC4=CC=CC(=C4)OC,Inactive,6,,,6.87,7.00488,11.6294,12.009,-3.03672
1334,7966443,713065,CCN1C(=NN=C1SCC(=O)NC2=CC=C(C=C2)Cl)C3CC3,Inactive,6,,,6.77,3.41925,2.04293,10.0123,8.25872
1335,49675227,6900758,C1=CC(=CC=C1/C=N/NC(=S)N)N2C(=CN=N2)C3=CC=C(C=C3)Cl,Inactive,6,,,6.68,7.23523,7.10483,-2.38914,15.318
1336,22403589,6903389,CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)/C=N/NC(=S)NCC=C,Inactive,6,,,6.68,10.9889,21.183,-5.405,4.25354
1337,85267991,2397406,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)COC(=O)C3=CC=CNC3=O,Inactive,6,,,6.65,12.4762,14.276,-10.9448,16.6116
1338,24832290,2522096,CCCN(CC(=O)NC1=CC=C(C=C1)C(=O)N)CC(=O)NC2=CC=CC=C2C,Inactive,6,,,6.63,1.10514,5.95598,8.18753,5.74469
1339,14741379,1925774,CC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC(=O)NCC4=CC=CO4)SC5=C3CC(SC5)(C)C,Inactive,6,,,6.61,4.34718,4.29584,12.7053,2.84351
1340,49732888,6492741,CC1=CC(=C(C(=O)N1CC(=O)NC2=CC(=C(C=C2)N3CCOCC3)Cl)C#N)COC,Inactive,6,,,6.57,10.3264,20.6786,-3.74199,2.76007
1341,47199336,833024,CC1=C(C(=O)NN1)N=NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,6,,,6.39,6.74681,15.69,3.59387,-0.110033
1342,14742293,1963940,C=CCNC1=C(C(=C(S1)C(=O)C2=CC=CC=C2)N)C#N,Inactive,6,,,6.37,10.8385,0.578527,-3.02698,21.5547
1343,49645539,24747167,CC1(CC(=CC(=O)C1)C2=CC=CS2)C,Inactive,6,,,6.36,8.61022,2.06242,-1.35824,18.3753
1344,7967239,5308704,CCOC1=CC=C(C=C1)C2=CC(=NO2)CCCC(=O)NC3=CC(=CC=C3)OC,Inactive,6,,,6.33,9.8226,6.86501,18.0783,-5.96399
1345,22406747,2357494,C1COCCN1C2=CC=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4C(=O)N3C5=CC=C(C=C5)F,Inactive,6,,,6.2,13.5259,23.383,-9.67135,4.8988
1346,49820262,4968013,COC1=C(C=C2CN(CCC2=C1)C(=O)CN3C=CC=CC3=O)OC,Inactive,6,,,6.2,1.48662,6.43508,7.88966,4.2713
1347,14727497,852715,CCC1=CC2=C(C=C1)OC(=C2C)C(=O)NCC3=CC=NC=C3,Inactive,6,,,6.18,8.87109,-5.72123,15.5694,8.68763
1348,49821446,2991202,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)OCC(=O)N3CCOCC3)Cl,Inactive,6,,,6.15,6.87044,-2.57554,6.81486,14.2142
1349,49680942,54691639,CC1=C(C=CC=C1Cl)NC(=O)CSC2=C(C3=C(S2)C(=CC(=O)N3)O)C#N,Inactive,6,,,6.14,15.4088,26.8579,-10.0708,1.63784
1350,49648571,24747853,C1C(ON=C1C2=CN=CC=C2)CN3C(=CC(=N3)C4=CC=CC=C4)C(=O)NCC5=CC(=CC=C5)C(F)(F)F,Inactive,6,,,6.07,3.97593,10.8099,1.0809,6.32804
1351,4256319,752492,COC1=CC=C(C=C1)C2=CC(=O)OC3(O2)CCCCC3,Inactive,6,,,6.01,8.18904,-5.28615,9.46268,13.8622
1352,14730203,16413373,COC1=CC=C(C=C1)N/N=C(/C=N\OC)\C(=O)C2=CC=CC=C2,Inactive,5,,,5.9,8.73081,11.6926,12.4554,-6.43505
1353,89850670,225906,C1=CC2=C(C(=C1)[N+](=O)[O-])NC=C(C2=O)C(=O)O,Inactive,5,,,5.89,9.98972,14.3987,11.4045,-8.13055
1354,49824769,4905026,CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=CC=C3)OCC(=O)NCCCN4CCOCC4,Inactive,5,,,5.76,9.85649,-0.26149,-2.11998,19.656
1355,26663942,2020836,CN(CCC#N)CC1=CC(=O)OC2=C1C3=CC=CC=C3C=C2,Inactive,5,,,5.57,7.39247,-2.80707,15.1744,4.33501
1356,124753849,53299863,CC(C)NC(=O)N1CC2=CC(=NC(=C2[C@@H]1CCO)C3=CC=CC(=C3)C4=CN=CC=C4)C(=O)NC5CCCC5,Inactive,5,,,5.54,10.8835,-9.83652,13.7717,12.6924
1357,24793714,2905718,CC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3CC=CCC3C(=O)O,Inactive,5,,,5.54,8.2474,-3.60739,3.84675,16.3805
1358,24805546,16192721,C1=CC=C(C=C1)CC2=CC=[N+](C=C2)CC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl.[Cl-],Inactive,5,,,5.52,3.43889,9.87228,1.46546,5.20972
1359,51090272,18580770,COC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(C(=O)N2N)CC3=CC=CC=C3)OC,Inactive,5,,,5.51,4.05655,11.2369,2.38574,2.90068
1360,865556,666815,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCOCC3)CC(=O)C4=CC=CC=C4,Inactive,5,,,5.48,4.60899,11.0183,5.69517,-0.265365
1361,47201030,1468086,CCC1=NC(=C2C3=C(CCCC3)SC2=N1)N4CCN(CC4)C(=S)NCC,Inactive,5,,,5.39,7.21793,15.398,2.13593,-1.35884
1362,124753718,53299740,CCCC1=C(N2C(=C(C(=CC2=N1)C)Br)C)CC3=C(C=C(C=C3)OC)C,Inactive,5,,,5.35,8.17093,-2.42223,16.6446,1.84034
1363,103051098,49778739,COCCNC1=NC2=C(C(=N1)NC3=CC=CC(=C3)C#C)SC=C2,Inactive,5,,,5.35,12.6241,-2.05119,-5.02773,23.1159
1364,49645555,24747178,COC1=CC=CC=C1NC2=NC(=NC(=N2)NCCCCO)N3CCCC3,Inactive,5,,,5.34,4.83597,6.67509,-1.13844,10.4788
1365,49824175,25237206,CC1=CC(=C(C=C1)C)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CN=CC=C4,Inactive,5,,,5.29,5.07517,10.5182,-1.58133,6.94008
1366,24806206,3153379,CCCC(=O)NC1=C(C2=C(S1)CCCC2)C(=O)NC3=CC=CC=N3,Inactive,5,,,5.28,4.87792,4.92572,-0.514153,11.4188
1367,24793559,1002870,CCOC(=O)C1=C(SC(=C1C2=CC=C(C=C2)Cl)C)NC(=O)/C=C/C(=O)O,Inactive,5,,,5.25,10.5881,-9.71068,13.3459,12.1026
1368,49714215,5299834,CCN1C=NN=C1SCC(=O)NC2=CC3=C(C=C2C#N)OCO3,Inactive,5,,,5.24,12.8062,-11.9664,18.7399,8.9404
1369,17509142,3140303,CCCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=S)N2CC3=CC4=C(C=C3)OCO4)C,Inactive,5,,,5.2,11.5562,-10.6979,9.887,16.4217
1370,22403114,5350879,COC1=CC(=C(C=C1)OC)/C=N/N=C\2/N(C(=O)CS2)CC3=CC=CO3,Inactive,5,,,5.2,8.79245,1.25545,-3.04763,17.3794
1371,24835408,2475524,CN(CC1=CC=CS1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Inactive,5,,,5.14,7.64391,15.0371,-3.57423,3.95745
1372,22401023,4226646,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NN=C(O2)C3=NNC4=CC=CC=C43,Inactive,5,,,5.08,6.51782,2.54116,14.0255,-1.32143
1373,85268121,2085043,C1CCC2(C1)C(=O)N(C(=O)N2)CC(=O)NCCC3=CC=C(C=C3)F,Inactive,5,,,5.08,4.88097,2.21499,11.9493,1.07054
1374,26664623,6015423,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC=CC=N4,Inactive,5,,,5.08,7.72385,13.7295,6.52411,-5.02315
1375,3717050,2097533,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(=O)C3=NN(C(=O)C=C3)CC4=CC=CC=C4,Inactive,5,,,5.07,12.3007,-8.81181,2.92152,21.0888
1376,17406649,4462104,C1=CC=C(C(=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NNC2=CC=C(C=C2)[N+](=O)[O-])Cl,Inactive,5,,,5.04,6.17464,5.05938,12.587,-2.5377
1377,4244602,135439358,CCC1=C(N=C(N(C1=O)C2CCCCC2)SCC(=O)NC3=CC=C(C=C3)OC)O,Inactive,5,,,5.01,1.761,6.41639,6.09372,2.52988
1378,14741133,4366681,CC1(C2=CC=CC=C2N(C13C=NC4=C(O3)C=C(C5=CC=CC=C54)N6CCOCC6)C)C,Inactive,5,,,4.98,4.33628,10.3926,4.77357,-0.222992
1379,124752952,53299292,C1[C@@H]2[C@@H]([C@@H](C3=CC=CC=C23)OC(=O)NC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)[N+]5=CSC=C51,Inactive,4,,,4.96,9.72683,5.5779,-7.25323,16.5483
1380,861440,662684,CCC1=CC=CC=C1NC(=O)CSC2=NN=C(O2)[C@H](C(C)CC)NC(=O)OC(C)(C)C,Inactive,4,,,4.95,5.68834,9.87896,-3.02385,7.98228
1381,24795485,2948027,CCOCC(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])C,Inactive,4,,,4.94,15.5879,20.5706,10.5909,-16.3368
1382,47194085,829409,CC1=CC=C(C=C1)N2C(=NN=N2)C3=CC=CC=C3Br,Inactive,4,,,4.92,5.95249,13.3335,0.374321,1.06701
1383,49826037,1245736,COC1=C(C=C(C=C1)C(=O)NC2=NC=CN=C2)[N+](=O)[O-],Inactive,4,,,4.88,10.1381,-1.28214,19.1756,-3.24438
1384,49716918,1243312,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)Cl)NC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive,4,,,4.86,4.68584,6.8421,9.34223,-1.60932
1385,99454060,9535910,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=CC=C(S3)[N+](=O)[O-],Inactive,4,,,4.85,4.00375,5.99115,-0.519056,9.08804
1386,24841099,660926,CC1(CC2=C(CS1)SC3=C2C(=O)N(C(=N3)SCC(=O)NCC4=CC=CO4)C5=CC=CC=C5)C,Inactive,4,,,4.77,4.49904,6.07141,-1.27775,9.50869
1387,87339474,2961787,C1=CC=C(C(=C1)C#N)NC(=O)C2=CC=CC=C2OCC(=O)NC3=CC4=C(C=C3)C5=CC=CC=C5O4,Inactive,4,,,4.76,9.63292,6.49776,-7.80964,15.5935
1388,49829107,17584152,CCN1C2=C(C(=O)N(C(=N2)C)CC(=O)NC3=CC(=C(C=C3)OC)Cl)SC1=S,Inactive,4,,,4.75,1.17233,3.11731,5.80298,5.34049
1389,22407679,4389752,COC1=CC=C(C=C1)CCNC(=O)COC(=O)C23CC4CC(C2)CC(C4)(C3)Br,Inactive,4,,,4.71,2.4834,5.07015,7.55647,1.50536
1390,24779760,16187162,C1CCC(CC1)[C@H]2C[C@H](OC(=C2)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)OCC6=CC=C(C=C6)CO,Inactive,4,,,4.7,13.2356,12.9765,15.11,-13.9728
1391,14720977,866034,CC1=CC(=NC2=C1C(=C(S2)C(=O)NC3=NC=C(S3)C)N)C,Inactive,4,,,4.69,0.209497,4.66712,4.96367,4.4527
1392,49647302,5994539,COC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC=CC=N4,Inactive,4,,,4.69,4.34857,4.46555,10.1224,-0.522401
1393,14743662,4279549,CCOC1=CC=C(C=C1)OCCN2C(=O)C(NC2=O)CC3=CNC4=CC=CC=C43,Inactive,4,,,4.66,9.23952,10.8221,11.5572,-8.39996
1394,49729617,1511103,COC(=O)C1=CC(=C(C=C1)N2CCCCC2)NC(=O)C3=CC=CO3,Inactive,4,,,4.64,3.85792,4.4188,9.4711,0.0289066
1395,22403707,2359311,CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=NNC5=CC=CC=C54)C,Inactive,4,,,4.59,8.38385,-1.17179,16.4401,-1.51282
1396,3712992,2998237,COC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)F)CN3CCCC4=CC=CC=C43,Inactive,4,,,4.51,6.5055,4.69452,-3.55067,12.3812
1397,49820343,4905770,CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,Inactive,4,,,4.44,23.9459,-14.8456,38.1899,-10.0249
1398,49671887,9568956,C/C(=N\NC1=C(C=CC(=C1)C(F)(F)F)Cl)/C2=CN=CC=C2,Inactive,4,,,4.41,7.06163,11.7536,-5.12088,6.60851
1399,862117,663338,CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(O2)CCCCCNC(=O)OC(C)(C)C)C,Inactive,4,,,4.4,11.8707,20.2147,-8.38101,1.35284
1400,49827687,24685928,CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)COC2=CC=C(C=C2)Br)OCC,Inactive,4,,,4.38,1.84506,6.86554,2.4455,3.83911
1401,24787913,895157,C1CCN(C1)C(=O)C2=CC=C(C=C2)OC3=C(C=C(C=C3)[N+](=O)[O-])Cl,Inactive,4,,,4.32,5.02029,9.21906,6.32532,-2.5784
1402,85271482,2494827,C1CN(CCC1C(=O)NNC2=C(C(=CC(=C2F)F)F)F)S(=O)(=O)C3=CC=CC=C3F,Inactive,4,,,4.32,3.44772,8.30404,-0.107175,4.75341
1403,47198168,1379067,C1COCCN1C2=C(C(=O)N(C2=O)C3=CC=C(C=C3)Br)Cl,Inactive,4,,,4.3,9.44597,-8.51057,7.43655,13.9814
1404,14731271,9550077,CO.COC1=CC=C(C=C1)NC2=NC(=NC(=N2)SC3=NCCS3)NC4=CC=C(C=C4)OC,Inactive,4,,,4.27,9.51077,-6.19072,16.823,2.18186
1405,103050552,49778350,CC1(CCN1C(=O)CC2=C(C=C(C=C2)Cl)Cl)C(=O)NCC3=CC=C(C=C3)Cl,Inactive,4,,,4.22,11.1649,18.947,1.79166,-8.07564
1406,56321404,24981595,CN1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)NC(=O)COC4=CC=C(C=C4)[N+](=O)[O-],Inactive,4,,,4.16,2.74934,0.824854,7.5584,4.09459
1407,24815418,7203047,C1COC(=CO1)C(=O)NC2=NC3=CC4=C(C=C3S2)OCCO4,Inactive,4,,,4.13,3.18978,4.15247,0.218035,8.0313
1408,49732565,265439,C1=CC(=CC=C1C2C(=O)NC(=O)N2)F,Inactive,4,,,4.11,15.569,23.2982,-14.8355,3.87536
1409,17514977,12005926,COC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NCCN2.Cl,Inactive,4,,,4.09,10.7357,18.8356,-6.40463,-0.175381
1410,49828080,7951074,CC(C)(C(=O)OCC(=O)NCCC1=CC=CC=C1)OC2=CC=C(C=C2)Cl,Inactive,4,,,4.06,8.99167,16.5373,-0.0421708,-4.30896
1411,16953711,2523069,CC1=C(C=CC(=C1)Br)NC(=O)CN2C(=O)CCC2=O,Inactive,4,,,4.01,5.19563,10.1552,-2.55066,4.43223
