PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 3.6 uM,Standard Deviation,Inhibition at 3.6 uM [1],Inhibition at 3.6 uM [2],Inhibition at 3.6 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Average percent inhibition of the counterscreen at a compound concentration of 3.6 uM.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 1.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 2.,Percent inhibition of the counterscreen at a compound concentration of 3.6 uM; replicate 3.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
645,22407603,5115067,C1C(OC2=CC=CC=C2O1)CNC3=C4C(=CSC4=NC=N3)C5=CC=CC=C5,Active,60,,,60.36,0.166907,60.5287,60.131,60.4117
646,24830719,16196247,C1CC2=[N+](C=C(N2C3=CC=CC=C3)C4=CC=CS4)C5=CC=CC=C51.[Br-],Active,60,,,60.35,6.4926,69.1087,58.352,53.5857
647,24811501,16193337,CC1=CC(=C(C=C1)OC)NC(=O)C2=C(N(N=N2)CC3=CC(=CC=C3)C(F)(F)F)N,Active,60,,,60.34,3.06126,56.7395,64.2223,60.0617
648,99361049,328780,C1=CN(C2=C1C3=NC=NN3C=N2)C4C(C(C(O4)CO)O)O,Active,60,,,60.24,4.57558,60.3801,65.7711,54.566
649,49820247,3256325,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CC=C(C=C4)F)C(=O)NCCN5CCOCC5,Active,60,,,60.12,1.96524,62.8929,58.8081,58.6446
650,22416637,82498,CC(C)(C)C1=CC=C(C=C1)OC2=CC=C(C=C2)N,Active,60,,,60.08,2.93651,56.0009,62.7807,61.4717
651,49647156,6426773,CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+],Active,60,,,59.99,3.98392,60.9933,54.6862,64.2886
652,89855236,44825725,CN(CCC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCCN(C4)C(=O)CCC5=CC=CC=C5,Active,60,,,59.84,3.92062,55.4826,64.9877,59.0477
653,17513611,12005722,CCCCCCCCCCCC[N+](C)(C)CC#C.[Br-],Active,60,,,59.75,3.91908,60.3573,54.6778,64.2201
654,92763401,5353545,CC(=O)OC(C)(C)/C=C/C(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,Active,59,,,59.7,5.22435,66.9126,57.4841,54.705
655,93577667,45480029,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)OCC3=CN(N=N3)CC(=O)C4=CC=C(C=C4)O,Active,59,,,59.65,3.39995,60.0064,55.3222,63.6277
656,24835572,3317655,CC(=O)OC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,Active,59,,,59.4,0.654793,59.169,58.739,60.2922
657,92763789,463108,C1=CC=C2C(=C1)C=C(N=C2N=C(C3=CC=CC=N3)N)C4=CC=CC=N4,Active,59,,,59.33,12.3807,52.529,48.7618,76.7055
658,24830873,703759,CC1=NN(C(=O)C2=CC=CC=C12)C3=NC4=CC=CC=C4N3,Active,59,,,59.28,2.47923,60.1206,61.8102,55.9138
659,49722311,24791863,CC1=C(C(=CC=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC(=NN4C)C)C,Active,59,,,59.06,6.49854,60.86,65.9691,50.3584
660,4258320,2967368,C1CC2CC1CC2N3C(=NN=N3)SCC(=O)NC4=CC=NC5=CC=CC=C54,Active,59,,,59.06,4.70446,65.704,56.0141,55.4577
661,56463363,175533,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl.CC1=CC=C(C=C1)S(=O)(=O)[O-],Active,59,,,58.96,11.8607,71.0051,63.0375,42.8256
662,49674267,2323706,CC(C)CCOC1=CC(=CC=C1)OCC(=O)NC2=CC=NC=C2,Active,59,,,58.94,3.44589,54.1743,60.419,62.2147
663,17403087,9559884,CC1=CC=CC=C1C(=O)O/N=C/C2=C(N(C3=CC=CC=C32)C)N4CCOCC4,Active,59,,,58.82,7.88552,57.2662,69.1626,50.0359
664,22404715,9678325,CC1=NN(C(=C1/C=N/NC2=NC3=CC=CC=C3S2)Cl)C4=CC=CC=C4Cl,Active,58,,,58.5,1.40541,57.161,57.8987,60.4419
665,49823705,6154033,C1=CC=C(C=C1)/C(=N\NC(=O)C2=CC(=CC=C2)F)/C3=CN=CC=C3,Active,58,,,58.46,0.92457,59.647,57.393,58.3297
666,865680,666941,CC(C)(C)C1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)N,Active,58,,,58.37,6.08663,50.3355,65.0657,59.6951
667,857389,658734,C1CN(CC2=CC=CC=C21)C3=NC=NC4=C3NC5=CC=CC=C54,Active,58,,,58.25,2.79398,54.4077,59.3675,60.9715
668,49732463,24793159,CC(C)(C)C1=CC=C(C=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC=NN4C,Active,58,,,58.25,5.18936,58.6684,64.3801,51.6899
669,99456967,1348232,COC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O,Active,58,,,58.06,5.04653,51.1743,63.1222,59.8938
670,87336120,44601539,CC1=CC(=C(C(=C1)C)CN2CCN(CC2)C(=O)CN3C=NC4=C(N=CN=C43)NCC5=CC=CC=C5)C,Active,58,,,57.9,4.36055,60.6407,51.7405,61.3047
671,47199902,2974648,CC1=CC2=C(N=CN=C2S1)NCCC3=CC(=C(C=C3)OC)OC.Cl,Active,58,,,57.89,5.39691,51.4796,64.6825,57.5054
672,17409236,135511005,C1=CC(=CC=C1/C=N/NC(=O)C2=CC=C(O2)COC3=C(C=CC(=C3)Cl)Cl)O,Active,58,,,57.86,3.59586,61.5389,59.056,52.9788
673,99455935,46943517,CC1=C(C=CC(=C1)OC)C2=COC3=C2C=CC=C3C(=O)NCC4=CC(=C(C=C4)OC)OC,Active,58,,,57.84,4.10369,53.2904,63.234,56.9874
674,22409889,4412278,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N5CCOCC5)C)C,Active,58,,,57.82,2.46064,58.0253,60.7215,54.705
675,99495489,46948660,COC1=C(C=C(C=C1)Cl)C2=NNC(=C2)C(=O)NC3=CC(=C(C=C3)OC)OC,Active,58,,,57.8,5.07363,61.6194,61.1486,50.6289
676,24791173,1315623,CC1=CC(=NC(=C1)NC(=O)C2=CC=C(C=C2)COC3=CC=CC=C3Cl)C,Active,57,,,57.74,1.68584,59.7037,57.9332,55.5877
677,49666535,91754,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,Active,57,,,57.7,5.13603,50.6477,62.7266,59.7337
678,49676933,3991439,CC(C1=CC=CC=C1)NC2=C3C=CSC3=NC=N2,Active,57,,,57.7,3.26386,53.1315,59.3818,60.5738
679,24781044,3147868,C1COCCN1CC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=C4,Active,57,,,57.63,3.39614,52.8669,60.5534,59.4651
680,49672630,2541754,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC3=CC(=C(C=C3)[N+](=O)[O-])C(F)(F)F,Active,57,,,57.53,3.6165,53.0322,57.6577,61.8879
681,26730530,243725,CC(C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Active,57,,,57.37,5.39817,51.9243,55.4526,64.7245
682,49822191,8272034,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CC(=O)C3=C(C=C(C=C3)Cl)Cl,Active,57,,,57.36,4.34679,55.9098,52.905,63.2535
683,22406771,5253159,CC1=C(SC2=NC=NC(=C12)NCC3COC4=CC=CC=C4O3)C,Active,57,,,57.36,3.6721,62.1036,56.8039,53.1598
684,856947,658308,CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2)C)N3C(=CC(=N3)C)C,Active,57,,,57.35,2.18063,57.4954,59.9376,54.6025
685,4247205,3241438,CC1=CC=CC=C1CN2C(=C(N=N2)C(=O)NC3=C(C=CC(=C3)OC)OC)N,Active,57,,,57.3,4.94038,60.5516,61.0296,50.3187
686,49736954,24793944,CN1C(=CC=N1)C(=O)NC2CCCC3=C2C=NN3C4=C(C=C(C=C4)F)F,Active,57,,,57.15,2.1368,54.2912,57.7441,59.4241
687,74374067,135566556,C1=CC(=C(C=C1O)C2=NC(=NC(=N2)N)N)O,Active,57,,,57.08,5.51653,49.2764,61.0486,60.9076
688,49665155,24761061,CCN1C=C(C2=CC=CC=C21)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,57,,,57.07,4.09882,51.8758,57.4418,61.8953
689,14737500,4109389,CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)N(C3=O)C)C)C,Active,57,,,56.93,2.94299,60.5417,53.3329,56.9058
690,26662187,16682266,C[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,Active,57,,,56.92,2.31068,53.755,59.2153,57.7754
691,17516983,5082311,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)Cl)NC(=O)C3=CN=C(C=C3)Cl,Active,57,,,56.91,6.3143,55.827,65.1243,49.7711
692,845357,647700,C1=CC=C(C=C1)N(CC2=CC=C(C=C2)F)C(=O)CSC3=NN=C(O3)CN4C5=CC=CC=C5N=N4,Active,57,,,56.89,2.28644,53.8908,59.4362,57.3426
693,17512913,5613214,C1=C(SC(=C1)[N+](=O)[O-])/C=N\NC(=O)C2=CC(=CN=C2)Br,Active,57,,,56.85,2.07721,56.848,54.3097,59.3978
694,24815970,16194798,CC1CCC(C(C1)OC(=O)C[N+]2=C3CCCN3C(=C2)C4=CC=C(C=C4)OC)C(C)C.[Cl-],Active,56,,,56.71,5.52471,49.9682,63.5007,56.6687
695,24780907,2932806,C1CC(OC1)CNS(=O)(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)NCC4CCCO4,Active,56,,,56.66,4.56625,62.9066,54.9595,52.1169
696,14737800,9551158,COC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NC4=CC(=C(C(=C4)OC)OC)OC,Active,56,,,56.5,4.08639,61.8046,51.862,55.832
697,56422465,11957513,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@H]4[C@@H](C[C@@]5([C@H](CC[C@@]5(C4CC[C@@]3(C2)O)O)C6CC(=O)OC6)C)O)CO)O)O)O)O,Active,56,,,56.43,3.95817,51.1695,57.4112,60.7155
698,14720985,727658,CC(C)(C)C1=CC=C(C=C1)C(=O)N2CCCCCC2=O,Active,56,,,56.42,4.55087,50.2483,61.0877,57.9213
699,103075072,49790233,C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN4C=CC(=NC4=C3)NCC5=CC(=CC=C5)Cl,Active,56,,,56.36,3.07612,54.1676,54.2004,60.7094
700,92763835,327536,CC(=O)OC1CCC2(C(C1(C)C)CC(C3=CC(CCC2=O)C(=C)C3=O)O)C,Active,56,,,56.13,6.82821,62.7898,58.8655,46.7472
701,14739577,2873568,CC1=CC=C(C=C1)C2=CN(C3=[N+]2CCCS3)C4=CC=CC=C4.[Br-],Active,56,,,56.13,4.11118,60.1449,57.7616,50.4799
702,17411766,135501756,CC1=CC(=C(C(=O)O1)/C=N/NC2=CC(=CC=C2)Cl)O,Active,56,,,56.04,1.88206,54.221,58.6346,55.2745
703,26663090,3725036,CC1=CC(=C(C=C1)NC2=NC(=NC(=N2)N)CCl)C,Active,56,,,56.03,5.64608,48.2552,61.4845,58.3614
704,99454688,46942891,C1CC(C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4CN(C[C@H](O4)CO)CC5=CC=C(C=C5)C6=CC=CC=C6,Active,56,,,56,8.0035,45.0502,63.9621,58.9793
705,22402477,4295603,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N5CCOCC5)C)C,Active,56,,,55.98,0.36766,56.3326,55.4745,56.1402
706,99355656,235262,CC1=CCCC(C2CC(C(CC(=CCC1)C)OC(=O)C)C(=C)C(=O)O2)(C)O,Active,56,,,55.95,9.4866,55.6538,67.713,44.4813
707,49826191,24819220,CC1=C(SN=N1)C(=O)NC2CCCC3=C2C=NN3C4=C(C=C(C=C4)F)F,Active,56,,,55.94,4.17702,52.8238,53.1539,61.845
708,125305494,53382850,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC(=O)C3=CC4=CC=CC=C4N=C3N,Active,56,,,55.88,3.43513,55.4196,51.9276,60.3034
709,89855234,44825723,CN(CC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=C(C=C3)NC(=O)C4CCCN(C4)C(=O)CCC5=CC=CC=C5,Active,56,,,55.77,2.28611,54.7831,53.6049,58.935
710,22412151,182791,C1COCCN1CCNC2=CC=NC3=CC4=CC=CC=C4C=C23,Active,56,,,55.76,5.5395,52.0686,51.6196,63.5887
711,92763842,432873,CC1=C2C(=C(C=C1)NCCN(C)C)C(=O)C3=C(S2)C=CC(=C3)O,Active,55,,,55.68,5.27152,60.9918,48.494,57.5544
712,87349645,6603430,COC1=C(C=C(C=C1)CCNC2=NC=NC3=C2OC4=CC=CC=C43)OC.Cl,Active,55,,,55.64,5.02988,57.7092,48.7118,60.4998
713,24793243,2240759,CCOC1=C(C=CC(=C1)S(=O)(=O)NCC2=CC=NC=C2)Cl,Active,55,,,55.59,4.24954,49.6006,59.0418,58.1173
714,17512814,1952659,C1=CC=C2C(=C1)C(=CC=N2)NC(=O)CSC3=NN=C(S3)C4=CN=CC=C4,Active,55,,,55.56,7.25633,62.728,45.6189,58.3454
715,26671540,1883291,C1COCCN1C(=S)N=NC2=C(NC3=C2C=C(C=C3)Br)O,Active,55,,,55.54,6.95327,46.3068,63.0834,57.2397
716,24796303,951643,CC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3C#N,Active,55,,,55.5,3.11886,52.5468,54.1414,59.8145
717,26727235,2742284,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)NC3=CC=C(C=C3)Cl,Active,55,,,55.4,1.94638,52.6643,56.4793,57.0482
718,24791398,3248530,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CN=C(C=C3)Cl,Active,55,,,55.4,1.82125,52.9198,57.2473,56.022
719,26671360,929896,C1COCCN1C(=S)N=NC2=C(NC3=CC=CC=C32)O,Active,55,,,55.22,5.51565,50.9221,63.0079,51.7353
720,26731714,2807234,C1=CC=C2C(=C1)N=C(S2)SC3=C(C=C(C=C3)S(=O)(=O)N)[N+](=O)[O-],Active,55,,,55.21,5.70359,63.0988,52.7484,49.797
721,92764795,5388500,C1N(CCOC1)CCC(=O)N2C/C(=C\C3=CC=CC=C3)/C(=O)/C(=C/C4=CC=CC=C4)/C2.Cl,Active,55,,,55.21,2.87688,51.4173,58.3783,55.848
722,92764842,386521,CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)F.Cl,Active,55,,,54.98,8.12895,43.494,61.2073,60.2271
723,14745672,5371064,C/C(=N\NC(=S)NCC=C)/C1=CC=CC=N1,Active,55,,,54.81,6.98894,44.9536,59.1111,60.3677
724,22416900,1321013,C1COCCN1CC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CSC4=CC=CC=C4,Active,55,,,54.79,4.94765,47.9896,59.6187,56.7587
725,22407635,6906133,COC1=C(C=C(C=C1)/C=N/OCC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3)OC,Active,54,,,54.66,1.65419,56.3905,52.4336,55.1675
726,92764518,406008,CCOC(=O)C1=C(N(C2=C1C3=CC=CC=C3C(=O)C2=O)CC4=CC=CC=C4)C,Active,54,,,54.6,1.69036,52.2768,55.2873,56.2439
727,22411521,4350340,CC1=C(NC(=C1C(=O)C)C)C(=O)OCC(=O)NC2=C(C=C(C=C2)Cl)[N+](=O)[O-],Active,54,,,54.54,7.14885,50.3681,64.5992,48.6471
728,49731727,16028005,CC1=CC(=C(C=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,Active,54,,,54.51,3.17383,58.7775,53.5826,51.1711
729,92763352,341279,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC=O)OC)OC,Active,54,,,54.45,3.24642,54.3462,58.4776,50.5276
730,14723536,2207528,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCOCC3,Active,54,,,54.41,1.78873,52.172,56.5498,54.5151
731,103162753,49795269,C1[C@@H]([C@H](O[C@H]1C2=NC(=CS2)C(=O)NC3=CC=C(C=C3)OC4=CC=CC=C4)CO)O,Active,54,,,54.36,6.28652,57.5291,59.9755,45.5859
732,22401126,2328694,C1=CC=C(C=C1)NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Active,54,,,54.33,7.36022,50.947,47.5052,64.5523
733,17516572,6265504,CC1=CC(=CC=C1)/C=C(\C2=NC3=CC=CC=C3N2)/S(=O)(=O)C4=CC=CC=C4,Active,54,,,54.1,5.77299,61.5054,47.4187,53.3907
734,24791716,135433243,CCOC1=CC=CC(=C1O)/C=N/NC(=S)NC2=CC=CC=C2[N+](=O)[O-],Active,54,,,54,8.70832,47.8279,66.3136,47.8531
735,14731109,1999904,CC1=CC=C(C=C1)OCCN2CCN(CC2)C3=C4C(=C(SC4=NC=N3)C)C,Active,54,,,53.89,2.36386,54.1787,50.857,56.6251
736,49677666,3311355,CC1=C(SC(=C1C(C2=CN=CC=C2)N3CCN(CC3)C4=CC=C(C=C4)F)NC(=O)C5=CC=CO5)C,Active,54,,,53.86,4.05124,50.3717,59.5366,51.6587
737,89854378,260976,CC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C3CC2,Active,54,,,53.85,7.9472,63.6025,53.8181,44.136
738,47204675,3146673,CC(C1=CC=CC=C1)NC2=NC=NC3=CC=CC=C32,Active,53,,,53.66,10.7728,53.0059,40.8124,67.1756
739,17504723,12004531,CC(C)C1=C2[C@H]([C@@H]3C4[C@](CC[C@H]([C@@]4(C2=CC(=O)O1)C)O)(C(=O)O3)C)O,Active,53,,,53.6,5.227,60.9865,49.7139,50.0924
740,57259840,16290467,CC1(C(=O)N(C(=O)N1)CC(=O)N2CCN(CC2)CC3=CC=C(C=C3)C#N)C4=CC5=CC=CC=C5C=C4,Active,53,,,53.47,5.8841,58.2763,56.9405,45.1801
741,24803470,1080609,CC1=C(C(=C(C=C1)S(=O)(=O)NCC2=CC=NC=C2)C)C,Active,53,,,53.39,2.21423,56.5,51.5193,52.1503
742,49648439,24747809,COC1=CC=C(C=C1)C2=C(C3=C(O2)C=CC(=C3)N4CCOCC4)C#CCO,Active,53,,,53.37,4.20619,47.4392,56.0074,56.6784
743,24826318,3032310,C1C2=CC=CC=C2NC1=S,Active,53,,,53.29,10.6929,45.3864,68.4087,46.0809
744,57257244,25161481,CN(CCOC1=CC=C(C=C1)Cl)C(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C4=CC=C(C=C4)F,Active,53,,,53.25,11.4395,46.6728,43.7369,69.3381
745,856337,657705,CCOC(=O)C1=NC2=CC=CC=C2C1=[N+]=[N-],Active,53,,,53.23,3.26802,49.8087,57.6291,52.2387
746,24801930,755449,C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3,Active,53,,,53.06,7.89241,56.9207,60.1948,42.0573
747,24822114,4358655,CC1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC=NC=C3,Active,53,,,52.94,2.50867,49.4067,54.4666,54.9564
748,24811249,6099,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Active,53,,,52.91,9.51237,66.2927,47.4189,45.0229
749,24799507,16191178,CC1=C(C(=NN1C)C)CN(CC2=NC(=NO2)CCC(C)C)C(C)C,Active,52,,,52.76,1.64375,54.6094,50.6145,53.0463
750,24811419,573993,C1=CSC(=C1)C(=O)NC2=NON=C2NC(=O)C3=CC=CS3,Active,52,,,52.7,6.45224,49.5343,61.6924,46.8683
751,16952976,2106159,CC1=NC2=C(S1)C=C(C=C2)NS(=O)(=O)C3=CC4=C(C=C3)OCCO4,Active,52,,,52.62,5.16492,53.7824,58.2895,45.7984
752,103076120,22324,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.O.[Cl-],Active,52,,,52.62,7.72775,63.3,49.3016,45.2661
753,99360890,3005684,CC(=NNC(=S)N1CCCCC1)C2=CC=CC=N2,Active,52,,,52.6,6.33557,50.8868,61.0693,45.8358
754,92764241,3005039,CC1=CC=C(C=C1)NC(=S)NN=C(C)C2=CC=CC=N2,Active,52,,,52.59,8.42817,40.678,58.3322,58.7733
755,24830415,15055242,CC1(CC(=CC(=[N+]2CCCCC2)C1)N3CCCC3)C.[I-],Active,52,,,52.53,4.73402,59.2233,49.018,49.3523
756,848536,650985,CC1=C(N2C(=NC=N2)N=C1C)NCCC3=CC=C(C=C3)OC,Active,52,,,52.52,5.27477,46.407,59.2783,51.8665
757,26659978,16682003,C1[C@@H](N(CC12CC(=NO2)C3=CC(=CC=C3)NC(=O)COC4=CC=C(C=C4)Cl)C(=O)CC5=CC=C(C=C5)[N+](=O)[O-])C(=O)N,Active,52,,,52.47,10.8451,67.09,41.1403,49.1927
758,14732945,5393549,CC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Active,52,,,52.31,3.03252,55.0469,53.7974,48.0809
759,49717071,20919845,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CC(=O)NCCC4=C(C=CC(=C4)OC)OC)C)C,Active,52,,,52.04,5.12591,51.5358,58.5597,46.0346
760,103159478,49792650,COC1=C(C=C(C=C1)F)C2=NNC(=C2)C(=O)NC3=CC(=C(C=C3)OC)OC,Active,52,,,52.01,1.55466,50.0217,52.1929,53.8167
761,49734541,20901875,CC1CC2=C(N1C(=O)C)C=CC(=C2)S(=O)(=O)N3CCC(CC3)C(=O)NC4=CC=CC(=N4)C,Active,52,,,51.89,3.65763,49.8844,57.0226,48.7645
762,14720802,676047,CCOC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=NC=C2,Active,51,,,51.75,5.93894,58.6953,52.3802,44.1883
763,22410645,3963248,CC1=C(NC(=C1C(=O)C)C)C(=O)OCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCCC3,Active,51,,,51.72,4.82062,58.5349,48.5035,48.1247
764,26664329,233874,CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,Active,51,,,51.71,5.22031,45.9901,58.6127,50.531
765,49819752,4907031,CN1C2=C(C=C(C=C2)NC(=O)COC3=CC=C(C=C3)Cl)N=C1CCN4CCN(CC4)C5=CC=CC=N5,Active,51,,,51.65,6.02321,51.938,58.8753,44.1301
766,24791958,16189691,C1CCCC(CCC1)NC(=O)C2=NOC(=C2)COC3=CC4=C(C=C3)N=CC=C4,Active,51,,,51.64,4.91234,54.0923,44.7836,56.041
767,85147444,406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Active,51,,,51.61,9.8325,54.4014,38.4116,62.0044
768,99360807,321946,CN1C(=CN=C1C=C2CC3=C(C2=O)C=C(C=C3)OCCN(C)C)[N+](=O)[O-].OS(=O)(=O)O,Active,51,,,51.58,4.96582,58.2908,50.0307,46.4281
769,26728713,2795668,C1CN(CCN(C1)C(=S)NC2=C(C=C(C=C2)F)F)C3=NC=C(C=C3)C(F)(F)F,Active,51,,,51.56,1.41435,50.4506,53.5556,50.6722
770,49719827,22583043,CC1=NC(=CO1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3)OC)OC,Active,51,,,51.44,4.93728,47.9417,47.9648,58.4268
771,22404896,15945020,CC1(CC(=CC(=[N+]2CCCC2)C1)N3CCCC3)C.[I-],Active,51,,,51.44,1.52237,52.5353,52.5007,49.2887
772,103059968,16314235,CCCN1C(=CC(=C1C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C,Active,51,,,51.24,6.84705,58.2124,53.5614,41.9318
773,49730829,16022638,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)C(C)C(=O)NCCC4=C(C=CC(=C4)OC)OC)C)C,Active,51,,,51.16,3.4236,47.3084,55.6267,50.5459
774,49667261,6243882,CC(C)(C)C1=CC=C(C=C1)C(=O)O/N=C(/C2=CC=CC=C2)\N,Active,51,,,51.14,4.12637,46.6181,56.5953,50.2057
775,56317401,24979797,CN(C1=CC=C(C=C1)OCC(=O)NC2=CC(=C(C=C2)OC)OC)S(=O)(=O)C3=CC=C(C=C3)Cl,Active,51,,,51.06,3.4227,52.6916,46.2948,54.1865
776,85269705,2318546,CC1=CC=C(C=C1)OC2=CC=C(C=C2)OCC(=O)NC3=CC=NC=C3,Active,51,,,50.98,1.95577,51.2021,48.484,53.2594
777,24823948,73549,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,Active,51,,,50.97,3.88857,50.653,46.3696,55.8791
778,49647281,24747662,C[N+]1=CC=C(C=C1)/C=C/C2=CNC3=C2C=CC(=C3)OC.[I-],Active,51,,,50.91,9.18002,51.5657,39.356,61.8138
779,858611,659917,CCCCNC1=NC(=NC(=C1)C)NCC2=CC=CC=C2,Active,51,,,50.83,6.64595,41.537,56.6775,54.2871
780,14731793,894181,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)CC(=O)OC,Active,50,,,50.75,5.94123,51.4252,57.6591,43.1537
781,17409304,2955782,CC1=CC=C(C=C1)S(=O)(=O)CC2CSC3=NC4=CC=CC=C4N23,Active,50,,,50.7,4.7887,48.8704,57.257,45.9615
782,11533040,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,Active,50,,,50.63,10.4479,50.3088,38.0011,63.5871
783,50085639,2811299,CC(C)(C)C1=NN(C(=C1)C(=O)NCC2=CC3=C(C=C2)OCO3)C,Active,50,,,50.58,4.5511,52.7034,54.7873,44.2612
784,49732432,24793139,CC1=C(SN=N1)C(=O)NC2CCCC3=C2C=NN3C4=CC=C(C=C4)C(C)(C)C,Active,50,,,50.57,3.93745,52.4433,45.0959,54.1805
785,24819042,3131849,C1=CC=C(C=C1)COC2=CC=C(C=C2)N(CCC3=CC=NC=C3)N=O,Active,50,,,50.51,2.39717,51.1835,53.0587,47.3022
